export_contribution_type,export_contribution_id,export_contribution_author_id,export_contribution_author_type_name,export_contribution_consultation_title,export_contribution_section_title,export_contribution_title,export_contribution_body_text,export_contribution_url,export_contribution_votes_count,export_contribution_votes_count_ok,export_contribution_votes_count_mitige,export_contribution_votes_count_nok,export_contribution_arguments_count,export_contribution_arguments_count_for,export_contribution_arguments_count_against,export_contribution_votes_id,export_contribution_votes_related_id,export_contribution_votes_author_id,export_contribution_votes_value,export_contribution_arguments_id,export_contribution_arguments_related_id,export_contribution_arguments_author_id,export_contribution_arguments_type,export_contribution_arguments_body,export_contribution_arguments_url,export_contribution_versions_id,export_contribution_versions_author_id,export_contribution_versions_title,export_contribution_versions_explanation,export_contribution_versions_body_text,export_contribution_versions_votes_count,export_contribution_versions_votes_count_ok,export_contribution_versions_votes_count_mitige,export_contribution_versions_votes_count_nok
export_contribution_type_opinion,opinion225,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 225","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-225,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion224,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 224","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-224,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion223,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 223","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-223,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion222,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 222","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-222,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion221,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 221","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-221,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion220,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 220","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-220,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion219,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 219","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-219,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion218,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 218","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-218,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion217,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 217","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-217,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion216,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 216","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-216,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion215,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 215","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-215,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion214,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 214","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-214,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion213,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 213","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-213,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion212,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 212","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-212,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion211,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 211","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-211,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion210,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 210","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-210,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion209,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 209","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-209,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion208,user5,Citoyen,"Projet de loi","Sous-partie 1","Opinion d hier 208","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-de-loi-renseignement/consultation/elaboration-de-la-loi/opinions/chapitre-ier-economie-de-la-donnee/section-1-ouverture-des-donnees-publiques/sous-partie-1/opinion-d-hier-208,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
